Mol_Weight	AlogP	PSA	HBA	HBD	QED_Weighted	Arom_Rings	Mol_Species	Smiles
274.78	4.28	17.3	3	0	0.66	3	3	Clc1ccc(SCc2cn3ccccc3n2)cc1
284.4	1.29	72.55	3	2	0.71	1	2	COc1ccccc1CC[S+](C)CCC(N)C(=O)O
273.34	2.2	72.31	3	0	0.48	1	3	CN1CCN([C@H](CN=[N+]=[N-])c2ccccc2)C(=O)CC1
289.33	1.73	62.83	4	2	0.83	1	3	O=C1NC2(CCC3(CC2)OCCO3)NN1c4ccccc4
271.27	-0.99	98.86	8	2	0.73	1	3	CC1(C)O[C@H]2O[C@H](Cn3cc(CO)nn3)[C@H](O)[C@H]2O1
264.28	3.59	55.13	3	1	0.79	3	3	O=C(Nc1ccccc1)c2coc(n2)c3ccccc3
286.33	2.22	67.43	3	2	0.83	1	3	CCOC(=O)C1=C(C)NC(=O)NC1\C=C\c2ccccc2
200.28	-0.79	64.52	4	4	0.48	0	1	OC1CNC(CNC2CCCC2)C1O
291.3	1.29	81.7	5	1	0.83	1	3	COc1ccccc1C(=O)NC(=O)COC(=O)C2CCC2
239.25	3.75	33.12	2	1	0.7	3	0	Oc1cc(nc2ccc(F)cc12)c3ccccc3
240.31	0.35	121.11	4	2	0.3	0	1	NCCCC[C@H](N)C(=O)N1CCC(C1)N=[N+]=[N-]
243.72	1.54	59.64	3	2	0.48	1	3	NC(=S)N\N=C\COc1ccc(Cl)cc1
233.18	1.74	100.63	4	2	0.84	2	2	OC(=O)c1oc(nc1C(=O)O)c2ccccc2
296.28	2.74	72.83	5	1	0.94	2	2	COc1ccc(OC2=CC(=O)c3c(O)cccc3C2=O)cc1
241.72	0.65	68.01	3	2	0.74	1	1	Cl.NC(=O)c1ccc(nc1)C2CCCNC2
251.44	2.78	12.47	4	0	0.52	0	3	CC(C)(C)SSC(=S)N1CCOCC1
288.35	2.34	75.02	4	1	0.92	2	3	Cc1onc(C)c1C(=O)N2CCCC(C2)c3n[nH]cc3C
270.28	3.3	63.6	3	1	0.87	2	2	CC(OC(=O)c1ccccc1C(=O)O)c2ccccc2
272.3	2.4	71.35	4	1	0.91	1	3	COc1ccc(cc1OC)C(=O)NC2=C(CCC2)C#N
264.19	0.98	107.77	7	1	0.28	1	3	COC(=O)\C=C\1/Nc2ccc(cc2OC1=O)[N+](=O)[O-]
230.27	1.05	54.26	3	2	0.71	2	3	Cc1c2C(=O)NCC(O)Cn2c3ccccc13
211.22	0.81	62.91	4	1	0.8	1	2	OC(=O)c1oc(CN2CCOCC2)cc1
280.32	2.49	45.59	5	1	0.92	2	3	Oc1cc(F)ccc1c2csc(n2)N3CCOCC3
208.28	1.53	29.46	2	1	0.71	1	3	COc1cc2CC[N+](C)(C)Cc2cc1O
261.35	4.19	35.14	4	0	0.6	2	3	CCCCC(=O)\C=C\N1C(=S)Oc2ccccc12
242.39	1.82	46.33	3	1	0.82	0	1	N[C@H](CC1CCCC1)CC(=O)N2CCSC2
286.28	2.53	65.74	5	0	0.64	2	3	COc1cc2CC(C(=O)c3occc3)C(=O)c2cc1OC
287.43	4.39	23.96	3	1	0.79	2	3	C[C@@H]1[C@H](C)N2C(=S)Nc3cccc(CN1C=C(C)C)c23
268.1	3.29	49.66	3	1	0.79	1	3	Oc1ccc(cc1)N=C2C=C(Cl)C(=O)C(=C2)Cl
279.34	4.31	41.82	3	1	0.85	2	3	COc1ccc(cc1)\N=C\C2=C(O)c3ccccc3CC2
204.19	0.01	96.58	3	3	0.56	1	3	NC(=O)N\N=C\1/C(=O)Nc2ccccc12
242.37	3.2	15.27	2	1	0.81	1	1	C1CCN(CC1)c2ccc3C4CCNC(C4)c3c2
207.15	1.97	43.1	3	0	0.74	1	3	Cc1oc(CC(=O)C(F)(F)F)nc1C
273.34	2.01	75.6	5	2	0.82	2	3	CC(C)(C)n1ncc2C(=O)NC(=Nc12)NC3CC=CC3
292.74	3.08	46.33	2	1	0.94	2	3	NCCN(C(=O)c1ccccc1F)c2ccc(Cl)cc2
292.29	0.74	85.36	6	1	0.4	0	3	C\C\1=C/CC[C@]23O[C@H]2[C@@H](OC3=O)C4=C(C)C(=O)O[C@]4(O)C1
231.28	0.82	64.92	3	3	0.31	2	1	C[n+]1cn(C)cc1c2ccc(cc2)C(=N)NO
240.31	3.2	41.99	2	1	0.89	2	3	CCc1cccc(C)c1NC(=O)c2cccnc2
265.36	3.44	50.19	4	1	0.86	2	2	Cc1csc(SCc2ccccc2C(=O)O)n1
257.68	3.45	51.81	4	0	0.71	3	3	Clc1ccccc1c2onc(n2)c3ccncc3
280.28	0.52	112.7	5	3	0.52	1	3	OCC(NC(=O)C1CC1)C(O)c2ccc(cc2)[N+](=O)[O-]
295.41	3.71	20.31	2	0	0.8	2	3	Cc1ccc(C)c(c1)C23SCCN2C(=O)c4ccccc34
264.35	2.57	52.57	2	2	0.8	1	2	OC(=O)c1ccc(NC(=S)N2CCCCC2)cc1
248.26	2.28	62.22	3	2	0.86	2	0	CC(NC(=O)C)c1cc(F)c2cccnc2c1O
225.24	-0.47	66.84	4	1	0.65	0	3	CC(CO)N1C(=O)[C@@H]2[C@@H]3CC[C@@H](O3)[C@@H]2C1=O
275.78	3.35	40.71	2	2	0.79	2	1	Clc1ccc(CNCC[C@H]2C[C@H]2c3c[nH]cn3)cc1
227.27	2.35	54.88	3	1	0.86	2	3	Cc1cccc(C)c1NC(=O)c2cnccn2
208.18	-0.28	129.01	8	4	0.29	1	1	Nc1nc(O)c2N=C(CNc2n1)\C=N\O
241.72	1.78	52.49	3	3	0.56	1	3	Oc1cc2CCC(Cc2cc1O)NCCCl
284.34	2.62	63.3	6	2	0.56	3	3	Cc1nnc(S)n1\N=C\c2c(O)ccc3ccccc23
250.34	3.84	17.82	2	0	0.69	3	3	CCc1nc2ccccc2n1CCc3ccccc3
252.31	2.4	75.4	4	2	0.64	1	1	C[C@@H](NC(C)(C)C)[C@H](O)c1cccc(c1)[N+](=O)[O-]
286.33	3.29	55.76	3	1	0.85	2	2	COc1ccc(COc2ccc(CCC(=O)O)cc2)cc1
292.34	3.07	56.33	2	2	0.72	3	3	Oc1ccc(cc1)C(=O)N2CCc3c(C2)[nH]c4ccccc34
285.33	2.84	55.63	5	1	0.78	3	3	CCCNc1ncnc2c1ncn2Cc3ccccc3F
288.25	2.58	3.24	2	1	0.73	1	1	Br.SC1CCCN(Cc2ccccc2)C1
277.73	3.48	47.03	4	0	0.64	2	3	Clc1ccc(SC(=O)c2cccc(C=O)n2)cc1
296.36	2.52	51.02	6	0	0.73	3	3	O=C1N2CCN(C2=NN=C1c3cccs3)c4ccccc4
270.74	3.39	66.56	3	2	0.65	2	3	CC(N(O)C(=O)N)c1sc2ccccc2c1Cl
267.36	4.26	37.81	4	1	0.77	3	3	Cc1ccc(Nc2ncc(s2)c3ccccc3)nc1
216.28	1.61	33.62	3	1	0.77	1	1	Cc1ccc(C)c2OC(Cc12)C3=NCCN3
298.39	3.75	44.12	4	0	0.79	2	3	O=C(OC(Cn1ccnc1)c2ccccc2)C3CCCCC3
252.31	2.4	75.4	4	2	0.64	1	1	C[C@H](NC(C)(C)C)[C@H](O)c1cccc(c1)[N+](=O)[O-]
220.19	-3.69	155.61	8	6	0.3	1	2	OCC(O)C(O)C(O)C(O)c1nnn[nH]1
238.27	1.33	80.76	6	1	0.8	2	3	COC(=O)c1c(C)n[nH]c1c2snnc2C
281.36	2.61	48.13	2	2	0.77	3	3	CN(C)CCNC(=O)c1cccc2c3ccccc3[nH]c12
285.13	0.66	90.87	4	2	0.39	0	3	ClCCNC(=O)CCNC(=O)N(CCCl)N=O
230.26	3.08	38.69	3	1	0.88	2	3	COc1ccc(cc1OC)c2cccc(O)c2
259.31	3.25	22	3	0	0.69	3	3	Fc1ccc2C(=O)N(Cc3ccccc3)Sc2c1
283.37	2.81	40.54	2	1	0.92	2	3	C[C@@H]([C@@H](O)c1ccccc1)N(C)C(=O)Cc2ccccc2
274.41	3.41	32.34	2	1	0.92	1	3	CC(C)(C)c1ccc(NC(=O)CN2CCCCC2)cc1
232.28	2.21	58.02	3	2	0.85	2	2	CCCCC1=C(O)N(NC1=O)c2ccccc2
271.38	2.73	50.72	5	2	0.56	1	3	CCCSc1cc(OC)c(CCNO)cc1OC
292.34	2.66	73.12	3	2	0.66	2	3	Oc1ccc(CCNC(=O)\C=C(/C#N)\c2ccccc2)cc1
278.35	1.55	66.48	3	1	0.4	0	3	C=CCCCC(=O)N[C@H]1CN(C(=O)CCCC=C)C1=O
284.45	2.69	32.34	3	1	0.92	1	3	CC(CNC(=O)N1CCSCC1)Cc2cccs2
249.34	1.61	36.86	3	1	0.81	1	3	CNC(=S)N1CCC(=N1)c2cccc(OC)c2
244.3	0.89	51.02	5	0	0.8	2	1	O=C1N(CCN2CCCC2)C=Nc3ncccc13
264.67	1.99	87.14	5	3	0.58	2	3	ONC(=O)c1cnc(Nc2cccc(Cl)c2)nc1
295.36	4.72	16.38	2	0	0.68	3	3	CN(C\C=C\c1ccc(F)cc1)Cc2coc3ccccc23
260.19	3.45	26.02	2	1	0.83	2	3	Cl.NC(c1ccc(Cl)cc1)c2cccs2
290.37	2.51	84.07	6	2	0.81	2	3	CCC(O)CNc1ccc(cn1)c2onc(CC(C)C)n2
201.18	-1.91	110.34	6	3	0.49	1	3	NC1=CN(COCCO)C(=O)NC1=O
283.31	3.23	61.03	4	1	0.75	3	3	Nc1ccc(cc1)c2cnc3ccc(OCCF)cc3n2
256.35	3.27	44.89	2	2	0.82	2	3	CCCC1(CCCN1)C(=O)c2ccc3[nH]ccc3c2
223.71	1.6	30.71	3	0	0.73	2	3	Cl.Cn1cnc(CCc2ccccc2)n1
287.31	1.94	92.95	5	5	0.54	2	1	Oc1ccc(C[C@@H]2NCCc3cc(O)c(O)cc23)cc1O
278.31	1.83	52.71	5	0	0.67	3	3	Cc1ccc(cc1C)n2ncc3C(=O)N(CC#C)C=Nc23
289.38	1.54	74.68	4	1	0.92	1	2	Cc1ccc(s1)S(=O)(=O)N2CCCC(C2)C(=O)O
291.33	1.97	74.68	3	1	0.91	2	2	OC(=O)CN(c1ccccc1)S(=O)(=O)c2ccccc2
281.32	2.37	64.34	6	1	0.8	3	3	COc1ccc(cc1)c2nnc3ccc(NC4CC4)nn23
281.28	3.47	50.82	3	0	0.78	1	3	CCCN(CCC)c1c(F)c(C#N)c(F)c(F)c1C#N
289.26	4.2	29.1	1	1	0.78	2	3	FC(F)(F)c1ccccc1\C=C/2\C(=O)Nc3ccccc23
259.39	3.33	23.47	2	1	0.88	1	3	CC[C@@H]1[C@@H]2Cc3ccc(O)cc3[C@@]1(CC)CCN2C
276.4	2.23	32.34	3	1	0.86	1	1	CSc1ccc(cc1)C(=O)N[C@H]2CN3CCC2CC3
257.29	2.32	51.47	3	1	0.92	2	3	O=C(NCC1OCCc2ccccc12)c3occc3
290.15	4.31	38.67	3	0	0.67	3	3	Cc1ccc2cnc(nc2n1)c3ccc(Cl)c(Cl)c3
297.32	2.62	98.41	6	2	0.57	3	3	CO\N=C\c1c(N)ncnc1Oc2ccc3[nH]cc(C)c3c2
264.15	2.34	41.49	3	2	0.74	1	1	OCCNCCCOc1cc(Cl)ccc1Cl
265.42	3.24	23.47	3	1	0.89	1	3	CC(C)(C)c1ccc(O)c(CN2CCSCC2)c1
208.22	1.6	72.24	3	1	0.6	1	3	Cc1ccc(NC(=O)CC[N+](=O)[O-])cc1
246.32	0.31	90.35	6	1	0.83	2	2	CCc1nc2sc(nn2c1C)S(=O)(=O)N
242.26	3.15	40.85	4	0	0.81	2	3	Fc1ccc(cc1)N2N=NCC2c3ccncc3
272.74	3.48	67.59	3	2	0.71	3	3	Cc1cnc(N)nc1c2c(C)[nH]c3ccc(Cl)cc23
283.38	1.64	44.29	5	1	0.91	2	1	C1CCN(C1)c2nc(nc3ccccc23)N4CCNCC4
273.36	2.5	46.51	5	1	0.93	2	1	Cc1cc(sn1)c2ccccc2OCC3=NCCN3
295.41	1.21	45.67	5	0	0.84	1	3	CN(C)C(=O)[C@@H]1C[C@@H]2CCN(Cc3nccs3)C[C@@H]2O1
289.34	0.65	53.09	5	0	0.75	1	3	CN(C)c1ccc(cc1)[C@@H]2[C@H]3[C@@H](ON2C)C(=O)N(C)C3=O
215.3	4.02	32.59	2	1	0.75	1	3	CC1(C)CC(=C\C(=N/c2ccccc2)\C1)O
255.24	2.49	92.57	6	1	0.72	3	3	o1cccc1\C=N\c2n[nH]c(\N=C\c3occc3)n2
254.33	3.27	37.3	2	1	0.88	1	3	Oc1ccc(C[C@@H]2CC[C@H]3[C@@H]2C(=O)C=CC3=C)cc1
297.38	2.38	81.18	6	1	0.62	1	3	CCCCCC1CC(CC(=O)Nc2nncs2)C(=O)O1
297.34	3.83	68.92	5	0	0.32	3	3	[O-][N+](=O)c1cccc(CSc2ncnc3ccccc23)c1
293.26	2.09	41.49	3	2	0.84	1	3	OC1(CNCc2ccc(F)c(c2)C(F)(F)F)CCOC1
227.33	0.78	70.12	4	1	0.77	0	1	CCC(C)[C@H](N)C(=O)N1CCS[C@H]1C#N
276.3	3.82	63.84	5	1	0.6	4	3	Cc1nc(Nc2ccncc2)c3oc4ccccc4c3n1
297.35	2.2	12.47	2	0	0.64	1	1	CN(C)CCOCCCc1ccccc1.OC(=O)C(=O)O
293.37	3.28	54.02	3	2	0.67	2	3	CC1(CC2CC1C=C2)C(=O)NNc3cccc4ncccc34
243.28	0.85	74.68	3	1	0.85	1	2	Cc1ccccc1N(CC(=O)O)S(=O)(=O)C
280.41	2.38	58.2	2	2	0.7	0	3	O=C(NCCCCNC(=O)C1CCCC1)C2CCCC2
222.28	2.69	52.99	3	2	0.61	1	3	C[C@@H](CC[C@@H]1CO1)c2cc(O)c(C)cc2O
233.31	3.36	12.89	1	0	0.64	2	3	C1CCc2nc(ccc2C1)C#Cc3ccccc3
294.78	3.49	62.18	3	2	0.51	1	3	Clc1ccc(CC(=N)NOC(=O)C2CCCCC2)cc1
234.61	2.01	57.53	2	2	0.75	1	2	[Na+].O[C@@H](\C=C/C(=O)[O-])c1ccc(Cl)cc1
288.33	1.45	89.26	5	2	0.63	1	3	NC(=O)C(=O)C1CCC2=C(Sc3ccccc3N2)C1=O
204.18	1.7	67.51	4	1	0.57	2	2	CC(=O)C1=C(O)c2ccccc2OC1=O
295.34	2.41	38.77	3	0	0.81	2	3	O=C(C1COc2ccccc2O1)N3CCc4ccccc4C3
221.26	2.36	49.77	3	1	0.8	1	3	CCCCC1Oc2ccccc2N(O)C1=O
293.33	3.61	68.02	4	1	0.8	3	3	Cc1cccc(NC(=O)c2c(C)onc2c3ccccc3)n1
214.27	2.51	41.46	2	1	0.75	1	3	CC1=C\C(=N/NC(=O)c2ccccc2)\CC1
284.27	2.88	79.9	5	2	0.76	3	3	COC1=C(Oc2cccc(O)c2C1=O)c3ccc(O)cc3
296.33	3.54	96.54	5	0	0.48	2	3	Cc1nn(c2ccccn2)c3C(N=[N+]=[N-])C(C)(C)CC(=O)c13
270.72	3.35	34.89	3	0	0.68	3	3	Cc1c(Cl)cccc1N2C=NC(=O)c3ccccc23
268.07	2.54	60.96	4	0	0.62	2	3	[O-][N+](=O)c1cn(cn1)c2cccc(Br)c2
282.35	2.48	54.19	5	1	0.78	3	1	CN[C@@H]1CCN(C1)c2ncnc3c2oc4ccc(C)cc34
235.2	0.3	92.55	4	1	0.56	1	3	CN1C(=O)CNC(=O)c2cc(ccc12)[N+](=O)[O-]
237.26	2.33	71.77	2	2	0.72	3	3	NC(=O)c1ccc2[nH]c(nc2c1)c3ccccc3
266.25	1.13	49.41	3	1	0.78	1	3	Fc1cc(F)cc(c1)[C@@H]2N3CCC[C@H]3C(=O)NC2=O
242.24	1.47	76.1	6	2	0.67	3	3	Oc1cc(c(O)cc1n2cccn2)n3cccn3
296.35	0.57	92.16	5	2	0.86	2	2	CC1=C(CCO)C(=O)NN1S(=O)(=O)c2ccc(C)cc2
259.31	1.81	67.94	6	0	0.84	2	3	CCc1onc(n1)C2CCCN(C2)c3ncccn3
288.28	1.37	106.82	6	0	0.61	1	3	CCOC(=O)N(C)S(=O)(=O)c1ccccc1[N+](=O)[O-]
286.28	2.81	75.99	5	2	0.89	2	3	COc1cc(ccc1O)C2CC(=O)c3ccc(O)cc3O2
236.28	2.39	43.6	4	0	0.7	3	3	C(c1ccc(cc1)c2cncnc2)n3ccnc3
235.29	2.71	30.71	4	1	0.81	2	3	Fc1ccccc1c2nnc(S)n2C3CC3
282.34	2.7	50.36	3	2	0.91	2	1	CC1Oc2ccc(CNCc3ccccc3)cc2NC1=O
264.18	-2.07	137.57	6	4	0.43	1	2	OCC(=O)NC(Cn1cncn1)CP(=O)(O)O
214.27	1.07	72.52	4	1	0.59	1	3	NS(=O)(=O)c1ccc(cc1)N=C=S
250.3	3.49	48.14	3	1	0.76	3	1	COc1ccc2cc(ccc2c1)c3cnccc3N
215.25	0.08	77.84	3	2	0.7	0	2	CCC(C)C(=O)N1C[C@H](O)C[C@@H]1C(=O)O
299.35	2.53	49.33	2	2	0.91	2	3	O[C@H]1CCc2ccccc2[C@H]1NC(=O)Cc3ccc(F)cc3
229.28	2.38	72.03	4	2	0.85	2	1	CCCc1c(O)nc(N)nc1c2ccccc2
285.8	2.92	70.97	3	3	0.34	1	0	CC(C)(C)c1cc(Cl)c(O)c(\C=N\N=C(\N)/S)c1
286.27	1.95	80.38	5	1	0.79	3	2	OC(=O)CCc1nc2nccc(c3ccc(F)cc3)n2n1
242.74	1.46	67.17	4	2	0.58	2	3	Cl.NC(=N)SCc1cn2ccccc2n1
266.3	1.51	60.67	5	0	0.72	3	3	CN1C(=O)C(=Nc2cncnc12)CCc3ccccc3
235.07	2.77	46.53	2	1	0.88	1	2	Cc1cc(OCC(=O)O)c(Cl)cc1Cl
283.35	3.71	43.1	4	0	0.68	3	3	Cc1ccccc1C2=Nc3sc4CCCc4c3C(=O)O2
286.38	3.57	83.8	3	3	0.68	2	3	CCCCCCC(=O)Nc1cccc(c1)c2cnc(N)[nH]2
280.67	2.23	90.06	5	1	0.69	2	3	Cn1ncc(c1C(=O)Nc2ccccc2Cl)[N+](=O)[O-]
220.1	2.9	32.26	2	2	0.77	1	3	C[C@@H](Cc1ccc(Cl)cc1Cl)NO
283.36	3.22	69.8	5	1	0.69	2	3	Oc1nc(SCc2ccccc2)nc(C3CC3)c1C#N
284.31	2.14	68	4	1	0.8	3	3	Cc1c(C)n(CCc2ccccc2)c3NC(=O)OC(=O)c13
296.39	1	49.85	4	0	0.81	1	3	COCC(=O)N1CCN(CC1)C(=O)CCc2ccsc2
215.25	2.77	31.35	3	0	0.79	2	3	COc1ccc(cc1OC)c2cccnc2
271.29	3.24	38.33	3	1	0.38	2	3	Fc1ccc(cc1)C(=O)\C=C/NOCc2ccccc2
239.32	2.87	30.71	3	0	0.75	2	3	CC(=C)C1Cc2c(C)nn(c2C1)c3ccccn3
205.3	2.37	23.47	2	1	0.7	1	1	CC1CCN(C)CCc2ccc(O)cc12
283.34	2.82	75.86	6	2	0.77	3	3	CNc1ncnc2c1c(nn2C(C)C)c3cccc(O)c3
278.22	-0.02	118.47	6	2	0.59	2	3	CCOC(=O)C(=O)Nc1ccc2OC(=O)C(=O)Nc2c1
288.25	1.48	107.22	6	4	0.63	2	3	O[C@@H]1[C@H](Oc2cc(O)cc(O)c2C1=O)c3cccc(O)c3
225.25	1.71	69.62	5	1	0.68	3	3	Cc1nc(N)c2nn(cc2n1)c3ccccc3
269.2	1.26	97.46	4	2	0.79	1	2	Nc1cc(ccc1C(=O)O)S(=O)(=O)C(F)(F)F
291.3	1.55	73.86	5	1	0.81	1	3	COc1cc(\C=C\C(=O)NC(=O)C=C)cc(OC)c1OC
298.29	2.49	72.83	5	1	0.79	2	2	COc1cc(O)c2C(=O)c3c(OC)cc(C)cc3C(=O)c2c1
262.3	-0.84	99.38	6	4	0.37	0	3	CC\C=C\CCO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
293.58	2.3	33.62	3	1	0.84	1	1	Cl.Clc1ccc2CC(Oc2c1Cl)C3=NCCN3
280.33	2.93	87.05	5	2	0.77	3	3	C[C@H](Oc1cccc2nc(N)nc(N)c12)c3ccccc3
248.29	1.6	72.95	5	1	0.89	2	3	Cc1onc(C)c1CCC(=O)Nc2ccn(C)n2
289.72	3.76	55.23	3	1	0.78	3	3	COc1cc2NC(=C(C(=O)c2cc1Cl)c3cocc3)C
261.71	3	54.88	3	1	0.9	2	3	Cc1cc(C)nc(NC(=O)c2ccc(Cl)cc2)n1
235.36	3.25	37.81	4	1	0.88	2	3	CCNc1nc(CC)nc2sc(CC)cc12
285.43	4.19	12.47	2	0	0.75	1	3	CN(C\C=C\C1CCCC1)Cc2ccc3CCCOc3c2
298.68	1.67	90.7	5	1	0.66	1	2	[O-][N+](=O)C1CCC(=O)NC1c2cc3OCOc3cc2Cl
287.23	-1.02	118.79	8	3	0.65	2	3	Nc1nc(F)nn2c(cnc12)[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3F
260.32	1.95	80.9	6	2	0.63	2	3	Nc1nc(NCC=C)sc1C(=O)c2ccncc2
250.37	2.8	43.08	5	1	0.85	2	3	CCC(C)c1nc(C)c2c(CC)nnc(S)n12
280.38	2.33	62.98	5	3	0.59	2	2	CCNC(=S)Nc1ccc(cc1)c2oc(S)nn2
296.37	2.69	41.57	3	1	0.89	2	3	CN(CCOc1cccc2NC(=O)Cc12)Cc3ccccc3
264.33	4.01	25.36	3	0	0.71	3	3	COc1ccc(cc1)N(C)c2ccnc3ccccc23
286.35	0.55	98.66	5	4	0.57	1	3	CS(=O)(=O)Nc1cc(ccc1O)[C@@H](O)CNC2CC2
226.71	2.21	25.36	3	0	0.74	1	3	CN(C)C1(COc2ccc(Cl)nc2)CC1
266.3	3.63	57.61	3	2	0.71	3	1	COc1ccc(cc1)\N=C\c2c(O)[nH]c3ccccc23
263.34	2.25	38.77	4	0	0.78	1	3	COc1cc(ccc1C)C(=O)OC2CCN(C)CC2
266.28	2.08	81.43	6	1	0.86	2	3	COC(=O)c1sccc1NC(=O)c2cc(C)on2
217.28	1.63	55.63	5	1	0.83	2	3	CNc1cc(C)nc(n1)n2nc(C)cc2C
236.16	-0.36	60.16	4	1	0.57	0	3	Br.CS(=O)(=O)SCCN
267.37	3.88	21.26	2	1	0.91	2	1	CN[C@@H]1CC[C@@H](c2ccccc2OC)c3ccccc13
211.26	1.08	64.71	4	2	0.78	1	3	COc1ccc(OC)c(c1)C(O)C(C)N
250.31	2.77	77.82	4	2	0.7	3	3	Cc1nc(N)nc(N)c1c2ccc3ccccc3c2
295.34	1.73	67.92	4	1	0.94	2	3	COc1ccc(cc1)C2(N=C(N)N(C)C2=O)c3ccccc3
296.33	2.15	83.8	5	2	0.71	3	2	CCc1[nH]c(O)nc1C(=O)c2ccc(Cn3ccnc3)cc2
280.33	3.36	52.9	3	1	0.92	2	3	CC1=NN(C(C1)c2ccccc2O)C(=O)c3ccccc3
256.26	2.7	77.76	4	3	0.45	2	3	Oc1ccc(\C=C\C(=O)c2ccccc2O)cc1O
262.24	2.5	66.76	4	2	0.83	2	3	Oc1ccc(C(=O)COc2ccccc2F)c(O)c1
274.28	0.03	128.18	7	2	0.76	2	3	NS(=O)(=O)c1nnc(NC(=O)c2occc2)s1
270.28	3	66.76	4	2	0.66	2	3	COc1ccc(\C=C\C(=O)c2ccccc2O)cc1O
262.78	3.15	38.38	1	1	0.63	2	1	Cl.CC(C)\N=C(\N)/Cc1ccc2ccccc2c1
267.33	3.49	49.94	3	2	0.76	3	3	COc1ccc(CNc2cccc3[nH]c(C)nc23)cc1
276.36	1.78	49.41	3	1	0.9	1	3	CC(C)NC(=O)[C@@H]1CSC2N1C(=O)c3ccccc23
239.73	2.72	30.71	4	0	0.77	2	3	Clc1ccc(SCCn2cncn2)cc1
291.24	1.81	86.48	6	1	0.93	2	3	Fc1cccc(c1)C(=O)Nc2oc(nn2)C3=COCCO3
215.64	2	79.02	3	2	0.32	1	3	Cl.CC(=N)Nc1ccc(cc1)[N+](=O)[O-]
283.33	2.91	71.09	3	2	0.91	2	3	CC(=O)Nc1ccc(cc1)C(=O)Nc2cc(C)cc(C)n2
213.24	1.94	47.78	4	0	0.58	2	3	Cc1ccc(cc1)C(=O)C(=C)n2cncn2
261.19	0.85	133.33	5	2	0.61	1	2	OC(=O)C(C#N)C1C(=O)Nc2ccc(cc12)[N+](=O)[O-]
263.47	4.76	12.03	1	1	0.65	0	1	CCCCCCC12CC3CC(CC(C3)C1NCC)C2
267.33	3.72	36.61	3	1	0.9	2	3	Oc1cccc(c1)c2ccoc2C3=CN4CCC3CC4
278.27	4.03	20.23	1	1	0.83	2	3	CCc1ccc2c3ccccc3C(O)(c2c1)C(F)(F)F
297.4	2.97	29.54	3	0	0.45	0	3	CCCCC#CC1=C[C@@H]2C[C@@]3(OC(=O)C=C13)[C@H]4CCCCN24
293.32	1.94	85.57	5	0	0.63	1	3	CC1CCN(CC1)C(=O)COc2ccc(C)nc2[N+](=O)[O-]
263.38	2.03	30.29	4	0	0.83	1	1	Cn1ccnc1C2CCN(CCC3CCOC3)CC2
293.23	3.9	47.56	3	1	0.85	2	3	Fc1ccc(NP2(=O)COc3ccccc3OC2)cc1
252.66	1.86	72.31	5	1	0.65	2	2	COC(=O)c1ccc2c(O)nc(CCl)nc2c1
283.24	-0.38	144.16	5	5	0.46	1	2	OC[C@H](NCc1ccc(C(=O)O)c(c1)C(=O)O)C(=O)O
298.37	3.89	55.13	4	1	0.79	3	3	Cc1ccc(Cc2cnc(NC(=O)c3occc3)s2)cc1
269.34	3.36	39.19	3	0	0.75	2	3	CCOC(=O)C(CCc1ccccn1)c2ccccc2
244.38	3.83	19.03	1	1	0.78	2	1	CCCN(CCC)CCc1c[nH]c2ccccc12
230.22	1.24	72.19	4	1	0.84	2	2	Cc1cccc(c1)N2C=CC(=O)C(=N2)C(=O)O
263.34	1.47	47.36	4	0	0.81	1	3	O=C(COCC1CC1)N2CCCC(C2)n3ccnc3
288.35	0.78	118.28	6	4	0.65	2	3	CCc1cc(Cc2cnc(N)nc2N)cc(CO)c1CO
246.29	2.07	52.31	6	0	0.71	3	3	Cc1nnc2sc(COc3ccccc3)nn12
227.35	3.45	3.24	1	0	0.75	1	1	C(N1C2CC3CC(CC1C3)C2)c4ccccc4
274.32	1.56	96.28	6	2	0.88	2	3	COc1cc(C)c(Cc2cnc(N)nc2N)cc1OC
214.66	0.5	84.06	5	3	0.64	1	3	Nc1c(Cl)ncnc1N[C@@H]2C[C@H]2CO
249.24	2.57	62.32	3	2	0.88	2	3	CCc1cc(O)c(OC2=CC=CNC2=O)cc1F
275.35	0.82	75.43	3	2	0.85	1	3	CCNC(=O)[C@@H]1Cc2ccccc2N1C(=O)[C@@H](N)CC
296.29	3.03	100.92	4	2	0.57	3	3	Cc1nc2cc(NC(=O)c3ccc(cc3)[N+](=O)[O-])ccc2[nH]1
267.3	3.17	47.56	3	1	0.89	1	3	CCOC(=O)NC1CC(C)(C)Oc2ccc(F)cc12
210.28	2.73	24.39	3	1	0.77	1	3	CC1CN=C(Nc2cccc(F)c2)S1
298.39	4.65	42.85	3	1	0.62	2	1	CCOc1ccc(N\C(=N\c2ccc(OCC)cc2)\C)cc1
278.4	2.02	24.94	4	0	0.79	1	1	COc1ccc(cc1)C(CCN(C)C)N2CCOCC2
244.38	2.39	50.36	3	2	0.41	0	3	CCCCCCCCCCNNC(=O)COC
262.32	3.59	50.7	4	1	0.78	3	3	Cc1ccccc1Nc2nccc(n2)c3ccccn3
